sub,state,city,age,sdacown,sdacee,sdacnotnec,sdacwant,sdacss,sdacnotworth,sdacqol,sdacnotbad,sdacee2x,siwastee,sidivest,sirenslow,sirenair,siglobal,siccdrastic,sisoc,sicccit,siccgov,siccrich,siccus,sicclux,sieeworth,siwestcut,siev,sisolar,sisolarenv,sifoodwaste,simeat,sidevair,siairpol,sinewbldg,sirenter,sirichstd,sisuccess,sicomfort,sisaving,siwaste,dacown,dacee,dacee2x,dacnotnec,dacss,dacnotworth,dacqol,dacnotbad,pacee2x,pacnotnec,pacss,pacnotworth,pacqol,pacnotbad,bacvsother,bpayeeac,bpubtrans,attention,gender,gender_text,race,race_text,edu,edu_text,employ,marital,income,income_text,home,monthlyexp,residence,politics,party,class,n4wheel,n2wheel,time
R_2aEQO2j3z5yAIWh,45,Benbrook ,73,7,2,1,7,2,2,3,7,2,2,2,2,2,2,2,3,2,2,3,2,3,4,1,2,3,6,6,2,2,2,3,6,4,1,3,3,4,6,4,4,4,4,2,5,4,7,1,2,1,6,6,4,3,1,5,2,,7,,3,,retire,2,8,,1,800,2,1,2,3,2,0,1562
R_2ZVvfoFoOAkLDax,45,Fort Worth,62,3,4,2,6,6,3,4,5,2,4,4,3,3,3,3,5,3,3,4,3,5,3,3,3,3,5,5,3,2,3,3,6,5,1,4,5,2,6,6,4,2,3,3,5,4,3,2,4,2,6,4,6,2,1,5,1,,7,,6,,private,2,12,,1,4000,2,2,2,2,2,0,2201
R_3Ocdg3SavcWYx3u,45,Temple,27,7,2,1,7,7,2,7,7,4,3,3,3,6,3,6,4,3,4,4,3,4,5,2,5,3,4,4,2,3,2,5,7,4,3,4,6,2,7,5,5,1,7,2,7,4,5,1,6,2,7,4,6,1,1,5,2,,7,,3,,self,3,6,,2,1000,1,4,3,4,1,0,927
R_cBIRDo4rkyFBKFz,45,Houston,70,7,7,2,7,7,2,7,4,7,4,7,7,6,2,7,6,1,7,3,2,1,1,4,4,4,2,1,1,6,6,7,5,6,4,4,4,6,7,6,6,7,6,2,6,4,5,2,6,2,6,6,4,3,5,5,1,,3,,5,,retire,2,11,,1,400,1,5,1,3,3,0,1371
R_3prtr3DHhBCWj5O,45,El Paso,80,5,2,2,7,2,2,6,7,2,2,2,2,2,6,2,6,5,3,5,4,4,6,3,4,2,2,6,2,2,2,4,6,6,2,6,6,2,5,4,4,3,4,3,5,4,2,2,5,1,7,3,7,0,1,5,1,,7,,6,,retire,2,11,,1,2200,2,3,3,3,2,0,1027
R_byjqAxsXqOA30zf,45,houston,30,6,3,2,7,6,4,7,5,2,1,6,6,5,4,3,2,6,6,5,4,5,6,6,6,3,2,6,3,6,3,2,2,3,2,5,6,5,6,3,2,5,7,3,7,5,6,5,4,4,6,6,5,1,4,5,2,,7,,4,,private,2,6,,1,1000,1,2,1,4,1,0,966
R_1n1oBjUueWWwO0w,45,Jewett,18,5,5,2,7,2,2,5,3,4,4,4,4,3,3,4,5,3,5,2,5,4,3,2,3,5,4,6,2,2,2,4,4,6,2,6,4,4,6,6,5,2,2,2,5,4,5,5,2,2,5,5,7,2,1,5,2,,7,,1,,student,1,8,,1,1000,3,1,2,3,4,0,643
R_cHjWq7oz66oxhPr,45,Live Oak,26,5,6,2,6,7,3,5,6,5,6,3,4,5,3,3,6,5,5,6,5,5,5,5,3,2,4,5,3,2,3,3,5,5,5,4,6,2,4,4,4,4,4,4,5,4,5,3,3,5,5,2,3,2,2,5,2,,7,,10,,private,2,11,,2,2500,2,5,1,3,2,0,598
R_3Lhm42177vXktHz,45,Houston,22,4,3,2,7,2,2,4,6,1,3,6,5,3,5,4,5,4,6,1,4,2,3,4,6,6,3,1,1,2,5,3,6,7,1,5,5,2,6,4,4,1,2,1,4,3,4,2,2,3,5,6,5,2,1,5,2,,3,,5,,private,1,9,,2,200,1,5,1,4,2,1,1470
R_3qVXhSliBPPGdH6,45,Denton,28,5,4,4,7,6,4,5,6,3,3,3,4,4,4,4,5,4,4,4,3,3,4,4,3,4,4,3,2,3,4,3,6,5,2,4,4,2,7,6,6,1,7,1,7,4,5,1,5,1,7,6,7,2,1,5,2,,7,,6,,homemaker,2,6,,2,1000,2,4,3,3,2,0,477
R_1rwtBcEc44zNKD2,33,Brooklyn,21,6,3,2,6,3,3,4,3,4,2,4,4,4,4,4,5,3,5,2,4,2,5,5,4,3,5,5,2,4,3,5,2,6,2,5,6,2,4,5,5,4,4,4,4,3,5,3,1,2,3,5,6,1,7,5,2,,3,,4,,student,1,5,,3,1000,1,6,1,4,1,0,778
R_3gMaZkqk3wbdf5Z,45,Montgomery,57,6,5,2,6,2,2,6,6,2,2,6,6,2,5,2,6,5,2,1,2,3,3,2,2,2,5,2,2,1,2,2,5,6,4,4,2,6,4,5,5,2,2,4,4,4,3,2,1,2,7,6,6,2,2,5,2,,7,,4,,homemaker,2,12,,1,4000,3,1,2,3,0,0,1165
R_3dDNQ10PkzNGRAy,45,Dilley,59,2,2,2,2,2,7,7,7,1,1,6,4,1,4,1,7,7,1,1,1,7,6,1,2,1,7,7,1,1,1,1,7,7,1,7,7,1,4,4,4,4,4,4,4,4,4,7,1,4,4,4,1,0,1,5,1,,2,,6,,private,1,5,,2,500,2,1,3,4,0,0,18896
R_ZIvwCJ9Ib0KTSff,45,Mcallen,18,6,6,3,7,3,5,3,5,4,3,5,5,4,4,6,5,3,6,3,5,4,5,4,5,5,5,3,4,4,6,4,3,4,5,4,4,5,6,5,4,4,5,5,5,5,4,2,3,3,3,2,2,1,2,5,2,,4,,1,,unemploy,1,1,,3,1050,1,5,1,4,1,0,791
R_2OMubL9unRFfdnZ,45,Mount Vernon ,43,6,3,2,7,7,2,7,6,2,2,5,4,3,4,3,5,3,4,2,5,2,3,2,2,2,3,7,3,3,3,2,6,6,5,4,6,1,7,5,5,1,4,3,7,4,5,1,6,1,7,3,7,1,1,5,2,,7,,4,,homemaker,2,6,,2,2000,2,4,1,4,1,0,1103
R_UzMxRgQarbQCMtX,33,New York,30,5,3,5,7,7,7,5,6,6,3,4,4,4,4,2,5,3,6,5,5,5,5,2,4,3,3,2,3,4,4,3,2,3,3,5,2,2,4,4,5,5,6,5,2,4,5,3,5,4,5,6,5,2,5,5,3,,"3,4",,6,,private,2,10,,1,200,1,6,1,3,1,0,900
R_7Uuu2Vj1g3m08s9,45,Fort Worth ,43,5,4,3,6,5,3,5,6,3,4,4,4,3,3,3,5,4,3,4,3,4,3,3,2,2,6,6,2,3,2,4,2,4,2,5,6,2,6,4,5,3,4,3,5,4,2,1,6,1,7,6,7,1,1,5,2,,"2,9",,8,,private,2,13,,1,5000,3,2,2,2,3,0,818
R_2WYzGqGQvzhswaX,45,Etoile,54,6,4,2,6,6,2,6,4,5,3,5,4,3,3,4,6,2,4,4,4,6,4,5,4,3,4,5,4,5,4,4,4,4,3,4,5,1,5,3,6,2,6,2,6,5,3,1,2,3,6,3,5,1,1,5,2,,7,,4,,private,2,5,,1,1000,3,1,2,4,2,0,868
R_0OjkUIx01H8ADeN,33,Bronx,63,6,3,2,7,2,2,5,5,5,2,4,2,6,2,5,4,4,6,2,6,3,4,4,5,4,3,3,6,5,5,6,5,3,3,6,2,5,6,4,6,6,3,3,5,4,3,3,3,5,5,3,4,2,7,5,1,,4,,4,,private,1,7,,1,1300,1,3,1,3,1,0,8146
R_3kbKrUzwwytZHaN,45,San Antonio ,45,5,5,2,7,6,2,7,6,3,3,4,4,3,4,3,5,5,4,2,4,3,5,2,3,3,3,6,2,2,4,3,6,5,3,5,5,2,4,5,5,4,4,4,4,3,1,1,5,1,7,3,6,0,2,5,2,,7,,4,,self,1,1,,2,100,1,6,3,4,0,0,671
R_4YCh2bJ9oDDcXjX,45,fort worth,49,6,7,5,7,7,6,6,3,6,2,7,6,7,1,7,7,1,6,7,7,6,3,6,5,2,2,3,7,5,5,5,2,5,3,2,4,3,2,6,3,6,6,3,3,5,2,1,5,7,7,6,7,3,7,5,1,,7,,8,,self,2,13,,1,600,1,6,1,3,1,1,1472
R_1Nw67FTaUFWNi8A,45,AUSTIN,74,5,2,4,7,7,2,6,5,6,5,7,5,2,6,3,4,3,5,6,4,6,3,2,4,2,5,6,5,1,3,4,4,7,5,6,4,3,4,4,5,4,3,6,5,5,6,6,1,2,4,4,1,4,3,5,2,,7,,4,,retire,2,12,,1,500,2,7,1,2,4,0,1065
R_1hxST1vVHLcqy5J,45,Fort worth,52,6,6,2,7,4,3,5,6,2,2,5,3,4,3,5,6,3,6,1,6,2,3,2,2,2,4,6,2,2,3,5,6,5,3,4,6,2,6,5,5,2,4,2,6,5,5,1,1,2,6,5,5,3,1,5,2,,7,,2,,unemploy,3,5,,1,450,1,5,1,4,2,0,1376
R_2CswOmDNNDdyC7U,45,Dallas,30,3,3,4,5,4,2,3,4,4,3,4,4,4,4,3,2,4,4,2,4,3,3,3,3,3,3,2,3,4,4,2,3,3,4,3,4,4,3,5,3,4,3,2,3,4,4,4,4,4,4,4,4,3,4,5,3,,7,,8,,gov,2,5,,1,200,3,4,2,3,1,2,1048
R_2wdDcPO3JoumSra,45,Rhome,69,7,6,2,6,6,2,6,6,6,6,5,4,6,2,6,4,2,6,2,6,2,4,3,2,6,4,6,3,2,3,5,6,6,2,3,5,5,5,5,1,2,6,2,6,5,2,1,7,1,7,7,7,2,1,5,1,,7,,8,,self,3,5,,2,1000,2,3,2,3,1,0,624
R_cViHrjiV1u54Xq9,45,Bedford,52,6,7,2,7,2,2,7,2,7,2,4,3,7,1,7,4,2,6,7,7,2,3,3,2,3,2,3,3,2,2,4,4,5,3,5,6,4,3,3,6,5,4,5,5,4,5,5,4,3,5,5,5,2,2,5,2,,7,,4,,unemploy,2,8,,1,2000,2,5,2,4,2,0,418
R_QgNhsjwTxp1HdVn,45,Eden ,49,7,6,6,6,5,5,6,6,6,4,6,5,7,5,4,4,4,4,4,4,4,4,3,2,3,4,3,3,2,4,3,4,4,4,4,5,4,7,7,7,7,7,7,7,7,4,4,4,4,4,1,1,1,1,5,2,,7,,2,,unemploy,3,6,,1,500,3,4,1,2,0,0,588
R_2uqsBYNmC260t4m,45,Round rock ,23,6,6,3,7,6,2,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,5,3,4,4,4,1,6,1,7,6,7,1,1,5,2,,7,,2,,private,2,10,,2,2500,2,4,3,3,2,0,629
R_qR5mTx5ndDp1cEF,45,Amarillo,28,6,5,4,6,4,3,5,4,4,5,4,3,4,5,4,4,4,4,3,4,2,3,5,5,4,4,3,2,2,5,4,2,4,5,3,5,5,4,6,6,5,4,4,4,3,4,1,4,2,6,4,6,0,1,5,2,,7,,4,,student,1,11,,3,1000,1,2,2,3,3,0,1205
R_3iON8Gky0Ak2B9I,45,Can not say,70,7,6,1,7,2,2,7,6,7,2,2,3,6,2,3,6,6,2,1,2,6,2,2,1,6,6,2,1,2,2,6,6,3,2,6,2,6,7,4,6,4,4,1,7,6,6,1,2,1,1,5,7,1,1,5,2,,7,,6,,retire,1,4,,2,1200,3,1,2,3,1,1,867
R_2w19xgBwhofNuk9,45,Beaumont ,18,5,3,4,4,2,4,5,6,5,3,4,4,6,4,5,2,2,5,3,5,3,1,3,4,2,2,1,7,6,3,6,6,7,2,1,4,5,3,7,5,4,7,2,1,2,5,5,6,2,1,5,7,1,6,5,2,,3,,2,,student,6,4,,2,10000,1,6,1,3,1,0,512
R_3rZiOcRKTEYqjTD,45,Converse ,49,6,5,2,7,6,2,6,2,3,3,4,4,4,5,4,5,5,4,3,4,3,2,6,5,3,3,2,3,3,2,3,5,2,5,3,2,5,5,5,6,2,2,2,2,4,7,4,1,2,6,3,5,2,5,5,2,,"1,4",,4,,handi,1,2,,2,560,2,7,1,5,1,0,1309
R_33sbitdsFCmfyVa,45,melissa,19,6,2,1,7,2,2,6,3,3,3,4,2,2,2,2,5,5,3,5,3,2,5,4,4,2,5,6,2,2,3,3,3,4,2,3,6,4,6,5,5,3,3,3,4,5,4,4,4,4,4,4,4,1,4,5,2,,7,,2,,other,1,1,,3,100,3,5,1,3,3,0,897
R_2uIF7STDEgn7jvg,45,Crockett ,49,6,5,2,7,2,2,6,6,4,4,3,3,3,4,5,2,2,5,2,4,2,4,3,2,4,2,4,2,4,3,5,4,2,5,4,5,4,6,4,4,3,4,3,6,4,3,1,4,2,6,6,7,1,1,5,2,,7,,2,,handi,3,4,,2,1500,3,3,2,5,1,1,553
R_e2m8pfwxdrsCkxP,45,Dallas,36,5,3,1,7,3,3,2,4,2,3,5,6,2,6,2,5,4,3,4,2,4,6,2,7,3,3,5,2,4,4,2,6,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,2,,"4,7",,3,,unemploy,6,6,,2,500,1,4,3,4,2,0,1195
R_1pLP9vqBDGHz8VN,45,Watauga,33,7,6,2,7,3,2,7,3,5,4,3,3,6,3,4,4,2,6,4,7,2,3,5,3,6,4,4,2,6,5,7,7,3,4,4,6,7,7,5,5,1,2,3,6,5,5,2,1,2,7,7,5,2,1,5,2,,"4,7",,1,,homemaker,2,6,,1,4000,2,5,1,4,2,0,834
R_0AFudEyWOQ3fPsB,33,Brooklyn,26,7,2,3,4,6,2,6,2,4,3,6,4,4,4,2,5,6,6,3,2,4,4,3,5,4,6,5,5,4,5,4,5,5,4,5,5,4,5,3,5,4,7,5,6,4,6,3,5,5,5,2,5,2,6,5,2,,"3,4",,2,,gov,1,1,,2,1000,1,4,1,5,0,0,650
R_3lSyC7UM7LGBUKW,45,Argyle,61,7,5,2,6,2,2,6,6,3,3,6,5,2,5,3,6,4,3,2,3,5,5,3,3,2,5,6,2,2,2,3,6,3,6,6,5,5,4,5,5,4,2,2,6,6,3,1,2,3,7,6,6,2,1,5,2,,7,,6,,homemaker,2,13,,1,9000,2,2,3,2,2,0,990
R_1l6PZkFZWxMA25R,33,Brooklyn,57,7,7,2,7,4,2,4,5,2,2,4,4,4,4,3,6,1,6,2,6,3,3,4,4,3,3,1,3,5,4,7,3,6,2,2,4,7,4,2,2,2,4,1,4,4,4,2,4,4,4,4,2,4,6,5,2,,3,,4,,unemploy,6,8,,2,700,1,4,1,4,0,1,1797
R_1CEjThPDgMJvhOV,45,Wichita falls ,42,6,6,2,6,2,1,6,3,3,7,4,6,3,3,4,5,6,1,3,2,4,2,2,3,2,2,3,2,2,4,4,2,4,2,6,6,3,4,5,5,4,2,2,6,4,6,1,1,2,6,6,5,2,1,5,2,,7,,2,,handi,2,12,,1,7500,1,1,3,3,1,0,617
R_12bATaLg6u5oVnH,45,Beaumont ,47,7,3,1,7,1,1,7,2,2,2,2,2,2,4,2,6,4,5,1,2,1,6,2,2,2,5,3,3,2,3,4,6,7,2,6,5,6,4,4,5,4,4,4,4,5,1,1,1,1,7,1,7,0,1,5,2,,3,,5,,private,1,5,,2,1200,2,2,3,5,1,1,1084
R_1OPtuc5GwbKVqU7,45,Cleburne ,55,7,4,1,7,1,1,7,4,7,2,4,4,4,4,4,4,1,6,1,4,2,4,4,4,4,4,3,2,4,5,4,1,4,6,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,7,2,7,2,2,5,2,,7,,4,,private,2,11,,1,6000,2,2,2,3,3,2,1973
R_3fDEK8xgdJa1G3S,45,San Angelo,33,6,6,1,7,5,2,6,4,5,4,5,4,4,3,4,4,3,4,3,4,4,3,5,2,4,4,6,3,3,3,6,6,6,2,6,6,2,4,4,4,4,4,4,4,4,6,3,1,1,6,4,7,0,4,5,3,Gender fluid,7,,2,,unemploy,1,2,,2,800,1,4,3,5,0,0,809
R_DdylFpJFwAabTu9,45,Plano ,64,7,6,1,7,1,2,7,7,2,4,4,4,3,3,3,4,4,4,1,4,4,4,4,2,3,3,6,1,1,3,5,5,4,4,4,4,6,4,5,4,1,4,4,4,4,2,1,1,1,7,6,6,0,1,5,2,,7,,8,,private,2,10,,2,2000,2,4,2,3,2,0,2104
R_3KHoz5Y4Gfs04kR,45,San Antonio,25,6,4,2,7,6,2,4,4,4,4,4,4,4,4,6,3,3,3,5,2,3,5,3,4,5,3,3,2,6,3,3,5,5,4,5,4,5,7,6,6,3,5,5,2,4,4,4,6,5,5,4,5,4,5,5,2,,7,,3,,unemploy,2,1,,2,4742,2,4,1,4,0,1,1601
R_3RjYpkt0Gn8DI8m,45,Atlanta,30,6,5,1,7,2,2,5,6,4,2,4,5,4,6,3,6,5,5,2,5,2,3,2,2,2,6,6,2,4,3,2,6,3,1,6,6,2,6,2,4,3,7,5,5,7,2,7,2,2,6,5,6,2,3,5,2,,7,,4,,private,2,6,,1,550,3,2,2,3,1,0,544
R_a9sf0gNkyfNfDnb,45,Austin,22,4,4,4,4,6,5,3,6,2,5,6,5,5,4,5,5,6,4,3,3,6,6,1,4,2,6,6,5,3,5,5,7,5,2,6,7,2,6,4,4,2,6,2,4,6,3,2,7,1,7,5,6,3,3,5,1,,7,,6,,gov,1,9,,2,26000,1,6,1,3,1,3,666
R_82ZzULysqGSN1T3,45,Washington ,50,7,5,2,7,1,2,7,7,4,2,6,4,4,5,4,5,5,6,2,4,5,2,6,2,2,6,7,3,4,2,3,5,4,6,4,6,2,4,5,4,2,4,4,4,6,5,3,1,3,5,2,5,1,1,5,2,,7,,4,,handi,6,5,,1,1000,3,6,3,5,0,0,891
R_3rM5jUtoDDc6kg6,45,little elm,35,6,6,2,6,6,2,6,6,5,6,5,5,6,2,6,6,2,6,5,6,5,4,6,5,3,2,5,5,5,5,7,3,6,6,5,5,5,6,6,6,2,5,3,2,6,5,3,5,5,7,5,6,2,1,5,2,,7,,8,,private,2,13,,1,5000,2,4,1,3,1,1,742
R_31dzQexn2kUxovM,45,Pflugerville,63,7,6,1,7,1,1,7,7,2,4,1,2,2,4,4,4,2,6,2,5,2,2,3,2,4,2,1,2,3,3,4,1,5,2,2,2,1,4,5,4,4,2,2,4,4,1,1,1,2,6,6,6,0,4,5,2,,7,,2,,retire,2,8,,1,4000,3,2,2,3,3,0,2107
R_3Em3EAy68dAg9XF,45,corpus christi,58,5,6,3,4,4,3,4,5,4,3,2,2,3,5,3,3,3,3,3,2,2,3,4,2,3,3,3,3,3,3,3,3,3,2,3,3,2,6,5,6,6,6,6,6,6,6,3,2,3,5,3,5,2,1,5,1,,4,,1,,retire,2,4,,2,990,1,5,1,4,0,0,1238
R_1EhwkPmrKJfUzL7,45,Winnsboro ,28,5,4,1,7,7,2,7,7,4,1,4,3,4,1,3,3,3,3,3,3,3,3,6,4,4,2,2,2,4,3,5,3,5,6,6,3,7,7,4,4,4,3,5,4,4,4,2,6,2,6,6,6,1,7,5,2,,7,,2,,gov,2,4,,1,400,3,7,2,3,1,1,1441
R_2cnrwLNlGDtDhSP,45,Midlothian,59,3,2,2,5,7,3,5,5,2,2,4,2,3,3,2,6,1,3,1,2,1,2,2,3,2,3,6,1,2,2,3,2,3,2,5,5,1,5,5,5,4,5,3,5,3,5,1,6,1,6,2,5,0,1,5,2,,7,,6,,private,3,9,,1,1100,3,2,2,3,0,0,1323
R_RlitPzOc0evU4Nj,45,Addison,68,6,4,2,7,3,2,5,6,4,2,6,6,2,5,2,6,6,2,2,2,6,3,2,2,2,6,4,1,2,3,3,3,2,4,6,3,6,6,6,5,3,2,3,6,5,4,2,1,2,6,6,2,1,1,5,2,,7,,2,,retire,5,3,,2,175,1,1,2,3,1,0,1004
R_1KfDBRF3tfilKqx,45,Eastland,51,5,4,2,7,6,2,6,6,2,3,5,4,2,5,3,4,3,2,4,2,4,4,3,3,2,4,4,2,2,4,3,5,4,3,3,2,2,6,5,5,4,7,4,7,4,6,3,3,1,6,3,6,2,7,5,2,,7,,4,,homemaker,2,8,,2,1200,3,7,1,4,1,0,1017
R_1r2kHluK00ZZpRO,45,Mcallen,49,5,4,1,7,4,2,5,4,2,3,2,4,2,2,4,2,3,2,3,2,4,3,2,3,5,2,5,2,2,3,2,2,4,3,5,2,4,6,5,5,2,5,3,6,5,2,1,2,1,6,4,7,1,1,5,2,,7,,5,,private,3,4,,2,1200,1,3,2,3,1,0,538
R_1dGhrzciv9egUuv,45,Hutto,56,4,4,4,6,1,4,7,6,3,2,2,4,3,4,2,3,1,6,2,5,6,3,3,4,3,4,7,1,5,4,6,7,4,1,6,6,2,6,2,2,1,4,1,7,6,3,2,2,1,6,3,6,1,1,5,2,,7,,4,,private,2,12,,1,1500,2,3,3,3,0,0,1251
R_3rDqVgI71ZxzuIV,45,Canyon Lake,40,5,5,2,7,7,2,7,4,3,6,6,4,3,2,3,6,3,3,4,3,5,2,4,3,3,4,2,2,2,2,4,5,4,3,6,6,5,7,4,5,2,2,2,4,5,3,1,2,2,6,4,6,1,2,5,2,,7,,2,,handi,3,2,,2,800,2,2,2,4,2,0,1479
R_tXIoTQHMJ0CY1b3,45,McKinney,21,5,4,6,7,4,2,4,5,4,4,4,3,5,3,4,6,3,4,3,6,4,5,3,3,2,5,5,2,3,5,5,6,6,2,5,5,2,4,5,5,1,3,5,4,3,6,2,5,2,7,3,7,3,4,5,2,,7,,4,,student,1,1,,2,1000,2,2,2,3,1,0,711
R_1ghjqKU3svq3bBH,45,dallas,25,3,3,2,7,4,1,7,7,7,1,1,7,7,7,1,7,1,7,1,1,1,4,1,4,2,6,1,2,1,7,7,1,7,1,7,1,7,7,6,2,1,1,5,1,5,7,1,1,3,7,1,1,0,1,5,2,,7,,2,,homemaker,1,5,,2,3000,1,6,1,4,2,0,1088
R_WC0AtMwVIOZ6DRv,33,Yonkers,79,7,6,5,7,6,6,7,7,7,3,5,5,7,6,6,1,7,7,7,7,2,3,5,3,4,7,2,5,5,5,6,7,6,7,4,5,7,7,7,6,7,7,7,7,4,6,4,5,6,7,4,7,2,6,5,2,,3,,1,,retire,2,10,,2,800,2,2,1,3,1,0,4586
R_3Mu02XdwzKKXJbf,45,Angleton,27,6,5,2,7,2,1,7,6,3,4,4,4,4,3,5,5,4,3,2,5,4,4,1,2,2,6,5,2,4,2,4,6,6,2,4,6,2,6,5,5,1,3,2,5,3,6,1,2,1,7,6,7,3,1,5,2,,7,,6,,private,2,9,,1,3000,3,2,2,4,2,0,701
R_12PZiGTgcaU0DJ6,45,Austin,32,7,3,1,7,1,1,7,3,5,6,5,3,7,1,5,3,3,3,3,3,3,3,4,7,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,2,,7,,1,,handi,1,2,,2,600,1,4,3,5,0,0,596
R_1F3Skvzc1zftNQN,45,Houston,32,7,6,2,7,2,1,6,6,4,5,5,3,5,3,4,5,2,4,3,4,3,3,3,5,2,4,6,2,4,5,5,6,7,2,4,6,3,7,4,5,2,2,1,7,4,5,1,2,1,7,4,7,2,1,5,2,,4,,5,,homemaker,2,7,,1,1500,2,4,3,4,5,1,1483
R_22yrhpF6zH4b9NP,45,Rowlett,69,6,5,2,6,6,2,6,2,5,4,5,6,4,4,4,4,3,5,3,4,2,4,3,5,3,4,4,3,3,4,6,3,4,2,4,6,3,5,5,5,3,5,4,5,3,5,2,4,2,6,5,3,1,1,5,2,,7,,4,,retire,2,10,,1,3000,2,3,2,3,2,1,859
R_3Hv6Yd8HkXCnrlP,45,Justin ,63,6,4,1,6,7,1,6,7,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,3,4,4,4,4,1,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,4,4,4,4,6,1,6,5,1,,7,,7,,retire,2,7,,1,2500,2,1,2,3,2,1,893
R_1eKW6iYv3tPDspB,45,GALVESTON,55,6,6,2,5,1,2,6,6,6,4,6,6,3,2,5,4,1,6,1,4,1,2,6,4,3,4,2,3,2,6,6,4,2,5,3,3,5,4,7,4,2,4,1,6,4,6,1,4,2,7,3,6,4,1,5,2,,7,,7,,private,3,9,,1,1000,2,4,2,2,1,1,2981
R_3suZ7fwPli6xcBs,45,Fort Worth,20,4,3,2,3,3,4,4,4,3,4,3,3,4,4,3,4,4,4,2,3,3,4,4,3,2,5,5,2,2,5,5,4,6,2,5,6,2,7,5,5,1,2,3,7,2,3,2,2,1,5,6,3,1,1,5,2,,7,,4,,student,1,1,,2,4000,1,4,3,4,1,2,1269
R_2b4bQTQrtByJTtC,45,Flower Mound,54,5,6,4,6,4,4,4,4,4,5,5,5,3,5,3,6,4,4,4,3,4,4,4,4,4,4,5,2,4,5,4,4,4,4,4,6,4,5,5,5,4,4,5,5,5,4,4,4,4,4,4,4,2,4,5,2,,7,,6,,private,5,10,,1,125,2,4,1,3,0,0,2866
R_3NzdHXguYeVXLuG,45,Granger,51,5,3,2,5,5,2,5,4,3,2,4,4,3,4,2,5,4,4,4,5,4,5,3,3,2,4,4,4,2,3,4,6,4,3,5,5,4,7,4,4,2,4,2,6,5,3,1,5,2,7,3,5,0,1,5,2,,7,,6,,gov,2,9,,1,2000,3,3,2,3,1,0,627
R_2akHqJuV7HfXOmL,45,Edinburg ,40,6,6,1,7,2,2,7,3,6,7,3,3,4,3,4,3,1,6,2,6,1,2,2,5,6,2,1,3,1,4,7,2,2,7,2,1,7,7,7,6,1,7,1,7,5,7,1,2,1,7,1,7,2,1,5,2,,"1,4",,3,,private,3,7,,3,800,1,5,3,4,0,0,716
R_erImXBsWXaFvNLP,33,New york city ,33,6,5,3,7,2,1,6,7,6,4,6,4,6,4,6,7,2,6,3,5,2,2,6,4,6,3,5,5,6,2,6,4,7,7,6,3,5,7,6,6,1,1,2,6,6,6,1,1,1,7,6,2,1,2,5,2,,3,,6,,homemaker,2,9,,2,700,1,6,1,3,0,2,1170
R_Z2Xhgj3vcWgOgDf,45,Temple ,62,6,4,2,7,2,4,6,6,2,4,6,5,4,3,4,4,2,3,2,4,4,3,2,4,2,5,5,2,3,2,4,6,5,3,5,6,3,6,4,4,4,4,6,5,3,3,2,4,2,6,6,6,1,1,5,1,,7,,6,,retire,2,11,,1,600,2,1,2,3,0,0,1004
R_1H1RtpkY7MjWspx,45,CHANNELVIEW,37,7,6,2,7,5,2,7,6,5,4,4,3,5,3,3,5,4,6,3,4,4,4,3,3,3,4,3,4,2,4,6,2,3,4,4,1,1,6,7,6,2,3,5,7,5,5,3,3,3,5,4,5,1,3,5,2,,4,,2,,unemploy,6,5,,3,1100,2,4,3,3,2,0,1518
R_3jcfXA8cfG6VrZH,45,Allen,18,7,2,1,7,7,1,7,5,2,3,3,4,4,3,4,4,4,4,4,6,4,5,3,3,3,5,6,2,2,4,2,6,7,1,6,7,1,5,5,5,1,5,1,5,5,6,1,7,1,7,4,7,2,1,5,2,,"2,4,7",,4,,student,1,10,,3,4800,1,4,1,2,2,0,723
R_273ttS52l1mZ7yq,45,Garland,74,6,5,2,7,2,1,6,6,2,2,5,4,3,3,3,4,2,5,2,5,3,3,2,3,2,5,5,1,2,3,3,2,2,6,3,3,4,6,5,5,2,4,2,5,4,3,1,2,3,7,4,5,1,1,5,2,,7,,4,,retire,3,6,,1,800,2,2,2,4,0,2,1051
R_3075R7sG2BL2G7W,45,Corpus Christi,42,7,5,2,7,3,2,7,6,4,3,2,3,2,2,3,6,3,4,3,3,3,2,3,3,2,4,4,2,3,2,5,5,5,2,5,4,3,4,5,5,3,3,4,4,5,7,7,1,2,2,2,6,2,2,5,2,,7,,5,,unemploy,3,7,,2,800,1,4,2,4,1,0,521
R_2rSajTk8vtRumeR,45,Carrollton ,46,7,4,1,7,7,1,7,7,3,2,4,3,3,1,4,2,1,2,1,5,1,2,4,4,3,2,2,3,6,6,7,3,5,1,5,5,7,7,5,5,1,7,1,7,7,7,1,7,1,7,7,7,3,1,5,2,,7,,4,,private,3,8,,2,3000,2,4,3,4,1,0,991
