time,sub,lang,state,city,sdacown,sdacee,sdacee2x,sdacnotnec,sdacwant,sdacss,sdacnotworth,sdacqol,sdacnotbad,siwastee,sidivest,sirenslow,sirenair,siglobal,siccdrastic,sisoc,sicccit,siccgov,siccrich,siccind,sicclux,sieeworth,siwestcut,siev,sisolar,sisolarenv,sifoodwaste,simeat,sidevair,siairpol,sinewbldg,sirenter,siweststd,sirichstd,sisuccess,sicomfort,sisaving,siwaste,dacown,dacee,dacee2x,dacnotnec,dacss,dacnotworth,dacqol,dacnotbad,pacee2x,pacnotnec,pacss,pacnotworth,pacqol,pacnotbad,bacvsother,bpayeeac,bpubtrans,age,gender,edu,employ,marital,caste,income,incometext,home,monthlyexp,n4wheel,n2wheel
663,R_31BP6xjcHhDdWAc,EN,32,Delhi,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,6,6,6,6,6,7,7,6,6,7,7,4,6,34,1,8,self,2,general,7,,1,10000,1,1
1678,R_1Nrew689xRofXKZ,EN,32,Delhi,4,7,7,2,4,7,4,7,2,3,7,4,4,7,4,4,2,4,4,2,2,2,4,4,2,2,4,2,2,2,4,4,2,2,2,4,4,3,6,4,6,2,3,2,4,6,6,5,7,1,6,6,6,3,6,35,1,8,self,2,general,6,,1,200000,1,2
614,R_XoCBUlACeEOLHaN,EN,32,newDelhi,7,7,7,6,6,6,7,7,7,7,6,6,7,7,6,7,7,7,7,7,7,7,7,7,6,7,6,6,7,6,7,7,7,7,6,5,7,6,6,7,6,7,7,6,7,7,7,6,7,6,7,7,6,4,7,40,2,8,private,2,general,7,1400000,1,50000,1,1
873,R_3qqgZpdgAQPdizo,EN,32,New delhi,6,7,7,2,7,6,6,6,4,7,4,2,6,2,5,4,3,5,6,5,4,3,5,7,6,3,2,6,4,7,7,5,7,5,4,4,6,7,5,7,7,5,6,6,5,6,5,5,5,5,5,5,6,3,6,35,1,8,private,2,obc,6,,1,40000,1,1
676,R_Xker9fZ2eQCgFgd,EN,32,New Delhi,5,4,2,2,7,6,2,4,3,5,3,3,4,2,5,4,3,6,4,4,3,5,5,3,3,4,4,4,3,3,4,3,6,5,2,4,2,3,6,5,5,2,6,3,6,2,5,3,6,5,5,2,3,1,5,28,1,9,private,1,general,6,,1,12000,0,2
591,R_1rCalk35WXnnhvl,EN,32,Delhi,6,6,7,4,4,5,3,5,5,4,5,7,4,5,5,6,6,7,5,5,6,7,6,6,7,5,6,7,6,4,5,5,6,7,6,4,3,6,5,7,3,7,7,6,6,3,6,7,7,3,6,5,7,2,7,29,1,8,self,2,general,3,,1,25000,2,2
962,R_1LchzIabmJfcTRK,EN,32,new Delhi,6,3,5,2,5,5,3,3,5,5,3,4,5,4,3,5,5,6,4,5,3,4,4,4,5,5,3,3,4,4,5,5,5,3,3,5,5,5,3,3,4,3,6,2,6,6,5,3,4,3,4,3,2,2,5,30,2,8,private,2,obc,6,,1,30000,1,1
1023,R_1Ic6xRlHZfQ6hjz,EN,32,DELHI,4,7,2,2,6,6,2,6,4,4,2,2,4,2,3,3,2,6,3,5,3,3,3,3,4,2,2,3,4,4,3,3,4,3,2,4,4,3,3,4,5,3,5,5,5,3,2,4,5,3,5,3,2,2,6,30,1,7,private,2,general,5,,1,15000,0,2
729,R_2aQYgIPfvlVyQIv,EN,32,Delhi,7,6,7,7,6,6,7,7,6,6,7,6,7,6,7,7,6,7,6,7,6,6,6,7,7,6,6,7,7,7,7,6,6,7,6,7,6,7,7,6,6,7,6,6,7,6,4,7,7,7,6,6,7,4,6,32,1,8,self,1,general,6,,1,5000,1,2
595,R_21Ezb8A148xEzkR,EN,32,new delhi,6,5,5,2,6,6,2,5,6,2,6,2,2,3,2,7,3,6,4,6,2,4,2,2,2,6,3,1,1,2,5,2,7,7,2,7,4,2,6,6,5,1,3,3,7,6,7,1,2,1,7,2,6,3,2,37,1,8,private,2,general,6,,1,30000,1,1
1049,R_ZCuy6XFs7ubZge5,EN,32,New Delhi,7,6,7,6,7,6,6,7,6,7,7,7,7,7,6,7,7,7,6,7,6,6,7,6,6,7,6,7,6,6,6,6,7,7,6,6,6,6,6,7,7,6,7,7,7,6,7,7,6,7,6,6,7,4,7,32,2,8,self,2,obc,6,,1,10000,3,2
656,R_2czJ1HY8SXgrXnP,EN,32,Delhi,6,5,7,1,4,5,3,5,3,7,5,5,6,2,5,6,5,6,7,5,6,3,7,6,6,2,5,6,6,6,7,2,4,7,3,5,4,1,7,5,7,1,6,2,6,3,7,4,6,5,7,5,6,3,6,39,2,8,private,2,obc,6,,1,6000,1,2
1589,R_Bx2Ys7eG94tmwNP,EN,32,Delhi,4,1,2,2,6,7,2,3,2,1,6,6,4,6,6,2,6,4,1,3,2,6,5,4,6,6,5,1,4,7,5,2,6,6,3,7,1,7,6,6,7,6,6,7,6,7,7,5,7,7,7,7,2,3,7,39,2,8,self,2,general,6,,1,30000,1,1
681,R_TonP8meJMlZJ6xj,EN,32,New Delhi,6,6,6,2,6,2,2,6,6,6,6,6,6,2,6,6,2,6,2,6,2,2,6,2,2,2,2,3,6,6,6,2,6,6,2,6,2,2,6,6,6,6,6,4,5,3,6,5,3,5,5,5,3,4,6,30,1,9,private,2,obc,6,,1,20000,1,1
971,R_aaZD1OigOY0z6Lf,EN,32,new delhi,6,6,6,1,7,7,6,7,5,6,6,5,7,3,6,7,4,6,5,4,7,5,5,6,5,6,5,5,7,6,6,6,6,7,6,7,6,5,6,6,5,5,6,6,7,5,6,5,7,6,7,2,4,3,6,18,1,4,self,1,sc,4,,1,30000,0,2
679,R_rdTRYG36BXRh0jL,EN,32,New Delhi,2,3,2,5,7,7,3,5,3,6,5,5,7,5,4,4,7,4,7,4,5,3,3,6,5,2,4,6,4,7,5,2,5,6,1,2,5,5,4,2,4,4,1,4,5,6,5,7,4,5,2,3,3,2,3,22,1,8,student,1,general,4,,1,15000,0,1
1402,R_21bo3fiYYGBJvNo,EN,32,Delhi,4,7,7,3,5,7,6,4,6,5,3,2,5,6,4,4,6,4,5,4,4,5,4,2,5,2,4,2,4,4,2,4,6,7,2,7,4,4,5,5,5,4,5,3,4,5,6,2,6,2,6,5,5,2,6,34,1,8,private,2,general,6,,1,20000,1,2
2322,R_UYhmlNVO1FTKvV7,EN,32,New Delhi,5,6,6,1,6,7,2,6,4,7,6,6,7,6,6,6,4,6,6,5,6,4,4,6,6,2,2,6,2,6,6,5,6,7,5,6,2,6,6,6,5,2,6,2,7,2,5,2,7,4,7,4,3,2,7,42,1,7,gov,2,obc,5,,2,10000,1,1
1163,R_3EFpNYy0ce14iWa,EN,32,New Delhi,4,5,6,6,6,7,6,5,7,2,6,2,6,3,6,7,2,7,1,7,1,3,5,7,6,6,6,3,1,7,6,1,7,7,6,5,4,6,5,5,5,3,3,3,5,6,5,3,6,3,6,3,2,2,6,28,2,8,private,1,general,5,,1,15000,1,0
851,R_3fCOqg5M5jIGgZL,HI,32,Delhi ,2,3,2,6,6,3,2,2,2,3,2,2,3,2,2,2,2,6,2,6,2,2,5,2,2,5,2,2,4,3,2,3,2,2,6,2,3,2,7,1,7,2,1,2,3,7,7,4,6,7,7,7,7,2,7,30,1,4,self,2,general,1,,1,15000,0,1
1324,R_30oQKKjkJqfyC4l,EN,32,Delhi,5,3,2,3,4,7,4,5,5,4,2,4,3,2,4,6,2,5,5,6,4,3,6,4,2,5,5,2,1,2,4,6,6,7,2,4,4,5,6,5,5,2,2,2,4,3,7,5,6,4,5,2,2,2,6,30,2,7,private,2,general,6,,2,25000,0,1
2403,R_1oI9CgZ7NaRBVEg,HI,32,delhi,2,4,1,6,6,5,2,4,4,3,4,2,7,2,2,4,1,7,4,6,6,2,1,5,5,2,2,2,5,6,6,2,5,4,2,3,6,4,4,6,4,4,4,6,4,4,2,3,6,2,5,5,2,2,6,28,1,5,self,2,st,5,,1,40000,1,1
1697,R_sUwHpuJ61PetA4h,EN,32,New Delhi,6,5,4,2,6,6,2,7,1,4,3,3,6,2,6,3,2,7,3,5,6,3,4,3,4,2,2,2,5,6,7,2,6,7,2,5,3,2,6,3,2,1,6,2,6,3,5,3,3,2,3,5,3,3,1,22,1,8,private,1,obc,7,,1,20000,2,1
718,R_YcyaTxtBfRYWTkJ,EN,32,Dehli,1,7,6,5,3,5,2,6,6,7,2,6,3,1,7,6,6,4,7,6,7,6,3,3,5,7,4,5,2,6,6,6,3,6,7,7,5,1,5,5,6,6,6,5,6,5,5,4,6,7,5,6,7,4,5,59,1,8,gov,2,sc,6,,1,1,1,1
1453,R_d43K6mPsNuS5y93,HI,32,Delhi,5,6,5,2,7,6,2,5,6,2,6,6,4,2,5,2,2,6,2,6,2,2,5,4,5,2,2,5,2,7,5,2,2,3,2,2,1,6,5,5,3,2,2,2,3,4,2,2,2,3,7,4,1,2,7,35,1,8,private,2,general,2,,1,20,1,3
677,R_1rCTrTlYTLrXiUL,EN,32,Delhi,7,6,6,6,6,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,6,7,7,6,7,7,7,6,6,6,7,6,6,7,7,7,7,6,7,7,7,7,6,6,7,7,7,6,7,7,7,7,3,7,45,2,8,self,2,general,6,,1,75000,1,1
2732,R_2f9xeCCUsUPYJCs,EN,32,Delhi,7,6,6,1,7,6,2,7,2,6,6,6,6,3,6,5,4,7,6,7,3,4,6,7,6,3,1,6,5,6,7,5,6,6,5,5,3,6,7,6,5,1,7,1,7,2,6,2,6,2,6,3,3,1,6,60,1,9,private,2,general,7,,1,10000,1,0
1032,R_3PGINuy4DG8DX7M,EN,32,New Delhi,7,7,6,7,6,7,6,7,7,7,7,7,5,7,6,5,5,7,7,7,6,7,4,6,6,7,7,5,7,7,7,7,6,7,7,5,6,7,7,5,7,7,6,7,6,7,6,2,5,6,7,3,7,4,7,38,2,8,self,2,obc,6,,1,30000,1,1
1243,R_3P7yHZaVwO96VME,EN,32,Delhi,3,3,2,5,6,3,6,6,6,6,5,2,4,3,4,3,2,5,6,5,5,4,3,6,5,5,2,5,3,5,3,4,6,6,4,5,2,4,2,4,4,3,2,3,2,3,5,4,2,4,4,2,2,2,6,25,2,7,private,1,sc,4,,3,5000,0,0
537,R_1JKnEoU4WN5khAT,EN,32,Delhi,5,3,3,6,2,6,4,4,5,5,6,4,4,4,4,2,4,4,4,5,4,5,4,1,5,6,3,5,5,4,2,6,6,4,4,5,6,4,3,5,3,4,3,5,3,4,2,5,2,3,1,5,2,3,4,21,2,6,private,1,obc,3,,1,20000,1,1
2178,R_1rO0Vva7oSCxDT4,EN,32,New Delhi,5,5,5,5,4,3,5,5,6,5,4,6,4,5,5,4,5,5,5,5,4,4,4,5,4,5,5,5,5,5,4,4,5,5,4,4,6,5,5,2,2,5,5,5,6,5,5,6,7,5,5,5,2,1,2,35,1,9,private,2,obc,3,,1,78000,2,1
767,R_3G8j4q8OZvQEEVr,EN,32,delhi,5,6,6,2,7,4,6,6,4,5,4,4,6,4,4,4,4,7,6,4,3,5,1,5,4,5,4,5,5,6,6,3,6,7,5,4,5,5,6,4,6,5,4,4,6,5,7,1,5,1,7,3,6,3,4,41,1,8,self,2,general,7,,1,45000,2,1
1523,R_uylAflTJy8Yx0jv,EN,32,Delhi,3,5,5,3,7,7,3,7,5,6,7,5,6,3,7,5,4,7,4,7,5,3,5,7,5,3,2,3,3,6,7,4,6,4,3,2,4,7,7,7,7,2,7,2,7,4,7,5,6,1,5,1,3,3,1,29,1,7,private,1,general,3,,1,9000,1,3
1568,R_1ISjG7UbNkasmAH,HI,32,delhi,5,6,5,5,6,6,6,6,7,5,2,4,5,4,4,4,5,4,4,4,4,5,5,5,5,4,1,5,2,5,5,5,3,6,3,4,3,3,7,4,5,4,6,4,2,5,4,2,7,4,7,6,5,3,6,24,1,8,private,1,obc,4,,1,50000,2,3
664,R_1M4dnD60XwJkUIu,EN,32,Delhi,6,6,6,7,7,5,5,6,7,7,7,6,5,6,5,5,7,5,7,6,7,6,7,6,7,5,7,6,6,6,6,7,6,7,6,7,5,7,5,7,5,1,5,6,7,6,5,1,7,6,7,7,7,4,7,35,2,8,self,2,obc,6,,1,35000,1,1
1376,R_1JDCrN4rOW1gG8p,EN,32,new delhi,6,5,5,5,5,6,5,5,6,6,5,6,5,6,6,6,5,5,6,6,5,5,6,6,6,6,6,6,6,6,6,5,6,6,4,6,6,6,6,5,5,6,7,5,6,6,5,7,4,7,3,6,2,4,2,30,1,8,self,2,general,6,,1,60000,2,4
1408,R_1i87qiBliZg96DC,EN,32,Anand vihar,3,5,5,5,5,6,4,5,4,6,6,2,6,2,5,4,3,5,6,6,6,4,4,6,6,7,3,6,7,4,7,4,3,5,5,3,4,4,5,5,5,2,6,4,5,4,6,3,6,4,6,4,3,1,5,23,1,8,gov,2,general,6,,1,39000,1,3
1828,R_3jT1S0fH2o6KDSE,EN,32,New Delhi,4,6,5,2,4,6,3,7,6,6,6,6,5,2,5,2,2,6,2,4,2,2,3,6,5,2,2,5,6,4,5,4,6,5,2,3,3,7,5,3,2,4,7,6,2,2,6,4,5,4,4,5,2,4,7,28,1,7,unemploy,2,general,5,,2,30000,0,2
1045,R_3DuWd4TLkeKvYDF,EN,32,Lajpat nagar,6,7,7,2,7,7,1,7,7,1,6,2,6,1,5,1,1,7,2,7,7,1,6,7,3,3,2,6,7,6,7,2,6,7,2,2,1,3,6,7,7,1,7,1,7,6,6,1,7,2,7,7,6,3,2,32,2,8,private,2,sc,7,2350000,1,23500,2,3
1075,R_3fvlOiFBeyQEtY3,EN,32,Kitni nagar,6,7,6,1,7,7,1,7,7,6,7,2,7,2,7,2,2,7,2,7,7,1,7,6,2,2,1,1,1,6,6,2,6,6,2,2,2,2,7,6,7,1,7,1,7,7,7,1,6,2,7,7,6,3,1,35,2,8,private,2,st,7,2250000,1,18000,2,2
519,R_0obme9vFGVbbNeh,EN,32,New delhi,4,2,2,2,7,5,2,7,4,2,4,3,3,4,4,3,2,6,5,2,1,2,4,5,5,5,6,4,2,3,5,2,2,5,6,6,5,3,3,4,5,5,6,1,4,4,4,2,5,2,5,7,5,4,5,19,2,4,other,1,other,5,,2,5000,0,2
1349,R_1GVpRnVecbt1X9A,EN,32,Delhi,6,6,6,2,6,6,2,6,2,6,6,2,2,2,6,2,2,6,2,6,2,2,2,6,6,2,2,2,6,6,6,2,6,6,6,2,2,6,7,6,6,7,7,2,7,7,7,2,7,3,6,3,6,2,5,53,1,9,private,2,general,6,,1,20000,1,1
613,R_1Kx7RgTIK51wbFo,EN,32,Delhi,5,6,6,4,6,6,2,6,2,4,3,3,7,3,4,4,4,4,3,5,1,3,3,6,3,3,5,2,6,7,4,5,3,4,3,5,3,3,7,3,3,3,4,1,5,3,7,1,1,3,5,2,1,1,4,25,2,7,private,1,general,4,,2,4000,1,1
1087,R_pcRllXyzem8Dg2J,EN,32,East delhi,6,6,6,3,7,6,2,6,4,4,5,2,5,2,5,4,2,6,3,2,4,3,4,4,6,3,4,1,2,6,6,5,6,6,2,3,4,6,5,5,5,3,2,2,5,3,6,5,3,3,5,3,1,1,3,22,1,7,private,1,general,6,,1,40000,1,2
941,R_3s5heMTmGyX02Hz,EN,32,Delhi,4,4,6,4,7,7,2,7,4,6,3,3,7,1,6,6,2,5,4,4,1,3,4,4,4,6,2,3,2,7,6,2,6,6,2,6,4,6,1,4,5,4,4,6,7,2,5,5,6,1,7,5,4,2,6,35,1,7,self,1,general,6,,1,35000,0,1
689,R_Q6W3XXfoPmfuBfX,EN,32,New delhi,5,5,6,3,6,6,3,7,2,4,5,6,6,5,5,4,4,5,4,2,5,5,4,4,3,3,2,3,6,6,4,4,5,4,4,6,4,5,5,6,5,3,4,3,4,5,4,4,3,5,3,1,5,1,3,29,1,7,private,2,general,7,,1,30000,2,1
670,R_2fcYKY6SFvkI9ML,EN,32,Delhi,6,6,6,4,7,7,5,6,6,6,7,4,7,4,5,6,4,7,4,6,5,5,7,7,7,5,4,5,7,7,7,5,5,5,7,5,3,4,5,3,3,3,3,3,6,6,5,5,5,5,6,5,4,1,6,36,2,8,private,2,obc,7,,1,15000,2,2
781,R_YWZCsJKDXgOo2Z3,EN,32,New Delhi,7,5,6,5,5,5,6,2,3,4,5,4,6,4,5,3,2,5,3,6,1,5,5,5,2,2,5,5,2,3,2,3,7,3,5,1,2,6,6,6,5,6,6,3,4,5,7,7,5,6,2,7,2,4,7,24,1,7,self,1,general,5,,1,5000,0,1
978,R_2ONMn3jeVKUdv3Y,EN,32,Delhi,4,6,4,2,6,5,2,6,4,6,6,2,6,2,5,5,2,6,6,7,6,2,5,6,4,5,2,5,5,6,5,2,5,6,4,2,5,2,5,5,3,4,4,4,5,5,6,3,3,3,5,5,4,3,4,22,1,6,student,1,general,3,,1,20000,1,1
821,R_2t4n6aoIRM4dg2B,EN,32,New Delhi,3,3,2,4,6,5,5,5,2,4,3,4,4,3,4,4,3,4,4,3,4,2,2,4,1,3,4,4,5,2,4,2,4,4,4,3,5,2,2,2,3,3,3,3,3,3,5,5,5,5,5,5,2,1,6,45,1,7,self,2,none,2,,2,16000,1,1
517,R_23gGP82R5Sl66A1,EN,14,mumbai,7,2,2,5,7,6,5,6,4,2,2,3,5,5,7,4,1,5,3,6,6,4,5,4,2,5,2,6,5,5,3,4,3,2,4,6,6,7,6,2,5,5,4,1,5,5,5,4,3,6,5,6,5,3,3,24,1,8,private,1,obc,3,,1,20000,0,2
512,R_3MDsZtY2ATuFpKs,EN,14,mumbai,7,7,7,4,7,7,7,7,7,7,7,6,6,6,5,7,5,6,7,6,6,6,7,6,7,7,6,7,7,5,6,6,5,7,7,6,6,7,6,5,7,7,6,5,7,7,1,1,1,2,1,1,7,4,7,36,2,8,self,2,obc,6,,1,5000,1,1
571,R_10VqkNB107z2xZF,EN,14,Mumbai,7,7,6,2,6,6,1,7,7,6,3,5,6,1,6,6,1,6,3,7,6,1,4,6,5,3,1,1,6,6,6,3,7,6,6,2,1,3,6,6,6,3,7,1,7,6,6,4,7,2,7,7,6,2,7,29,1,8,self,1,general,6,,1,25000,1,1
587,R_1jiZPx26KV5VzPH,EN,14,Mumbai,7,7,7,1,7,7,1,7,7,7,7,5,7,1,7,3,7,7,2,7,7,1,5,7,1,1,1,1,7,7,7,7,7,7,4,3,5,1,7,7,7,1,7,1,7,7,7,1,7,1,7,7,7,2,6,30,1,7,private,1,general,6,,1,20000,2,2
683,R_3DnMAP3zmfQk5do,EN,14,Mumbai,6,7,6,2,7,6,3,7,3,4,6,6,7,3,7,7,4,7,7,4,6,3,7,6,7,3,2,5,7,3,7,5,7,7,3,7,2,3,7,5,6,3,6,2,7,3,5,2,7,4,7,3,4,4,4,36,2,8,private,2,obc,6,,1,50000,2,1
868,R_3PjdTnRWqxeAQ7C,EN,14,Mumbai,6,6,6,6,6,6,6,6,5,6,6,5,6,4,6,6,6,6,5,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,5,5,5,6,2,4,1,7,7,2,2,4,29,1,8,private,2,general,6,,1,16000,1,1
1065,R_3fqokXrMSJ467vx,EN,32,Delhi,6,7,7,1,7,3,2,6,5,7,7,3,7,1,1,5,1,7,4,7,1,3,5,6,6,4,1,6,1,5,6,1,2,5,6,1,4,7,7,7,7,2,3,1,5,3,7,1,1,1,6,3,2,2,5,28,1,7,private,2,general,6,,1,32000,1,1
1151,R_1l4DuRY5KAQ2MiJ,EN,14,Gondiya,2,5,1,7,5,5,2,4,4,5,5,5,5,3,4,7,6,3,5,5,3,5,4,4,5,5,4,5,2,3,5,4,6,2,4,5,4,4,4,6,6,3,3,4,3,5,3,3,3,5,2,3,3,3,4,23,2,8,student,1,obc,1,,1,20000,1,
622,R_2tEGsY7bKpOtmqk,EN,14,Mumbai,5,4,3,3,5,5,3,4,2,5,3,3,3,3,2,4,3,5,3,3,3,3,3,3,2,3,3,3,4,3,4,2,5,5,2,4,2,2,3,2,2,3,6,3,6,2,4,4,6,4,6,3,3,1,5,22,1,7,student,1,general,4,,3,5000,0,1
904,R_2wKOAfF42Nt1nYD,EN,14,mumbai,2,2,2,3,2,2,3,1,3,1,2,3,3,6,2,4,2,3,4,4,2,2,1,2,2,3,3,2,2,3,2,3,3,2,2,2,2,3,3,5,3,5,3,5,5,5,5,5,5,5,5,5,5,3,5,40,1,7,private,2,obc,3,,1,9000,1,1
2644,R_1QuAZqK7i32Ezx0,EN,32,DELHI,6,6,3,2,7,7,2,6,4,2,2,5,5,2,3,2,2,6,2,3,4,4,5,4,6,2,2,3,5,3,6,2,6,5,2,5,4,5,6,5,5,1,7,1,7,4,6,5,5,2,6,2,3,1,6,26,2,8,student,1,obc,4,,1,10000,1,1
620,R_33fpkvZ9wSAhOyi,EN,14,Mumbai,4,5,5,3,7,2,2,2,2,5,2,7,7,7,2,7,3,3,1,2,3,7,2,1,5,2,7,2,5,5,2,5,3,3,1,4,4,7,7,7,7,7,7,7,6,6,4,6,4,5,7,7,7,5,4,20,1,8,private,1,none,5,,1,250000,0,1
938,R_1lmEJDToORgHr85,EN,14,Bhayandar,6,3,3,3,4,5,4,2,2,5,3,3,5,2,4,3,2,4,7,3,5,3,3,6,3,2,5,5,6,5,6,3,4,4,2,3,6,3,5,6,5,1,7,2,7,7,2,7,2,7,1,1,2,0,7,20,1,4,student,1,general,2,,1,10000,0,1
683,R_2rYg4OQWE2Rkpwi,EN,32,Delhi,4,5,5,4,7,7,7,5,2,4,4,4,4,4,4,6,4,4,6,4,3,4,4,4,6,4,4,4,4,4,4,6,4,7,4,4,4,5,5,5,6,5,5,5,5,4,5,5,5,5,5,5,4,4,7,21,1,4,student,1,general,3,,2,10000,0,0
683,R_1j9gN011aOkrNuI,EN,32,New Delhi,6,6,6,1,7,7,2,7,7,7,6,1,7,2,6,4,1,7,2,6,2,2,2,5,6,2,1,2,7,6,7,6,7,7,6,7,2,1,6,6,6,1,7,2,7,7,7,1,7,1,7,7,2,2,3,30,2,8,self,2,general,6,,1,40000,1,2
512,R_29tsstzOyAA0DtE,EN,14,Pune,5,7,7,4,5,6,6,7,7,2,4,2,4,4,1,5,5,2,5,4,5,5,6,6,7,4,4,2,3,1,4,4,3,4,6,3,2,5,5,3,4,6,3,6,3,3,6,5,4,7,6,4,5,2,6,20,1,5,student,1,general,1,,1,5000,0,2
994,R_3oXhAPw4zHm79pL,EN,14,Mumbai,7,6,5,2,7,6,2,5,2,6,6,2,6,4,6,3,2,6,6,6,2,2,6,6,6,2,3,1,2,5,5,2,6,6,6,6,2,5,6,6,6,2,6,2,6,2,6,5,6,2,6,1,6,5,2,40,1,8,gov,2,obc,5,,1,5000,2,3
1363,R_2zCt3VFBl1bCTcK,EN,32,delhi,6,6,3,3,5,7,3,6,3,4,3,2,5,2,2,6,3,7,5,5,3,2,3,2,3,2,2,5,5,4,2,4,7,7,2,5,5,4,5,4,4,4,6,3,5,3,3,2,6,2,6,2,5,1,1,27,2,8,private,2,general,7,1060000,1,15000,1,2
659,R_5uyxdQt9AZl1RHb,EN,14,Mumbai ,5,6,6,6,6,5,6,6,6,6,6,4,6,6,5,6,6,6,6,6,5,5,6,6,6,6,6,6,4,5,6,6,6,6,6,6,5,6,6,6,7,7,6,6,7,6,6,3,6,6,5,5,5,3,6,25,1,8,self,2,general,6,,1,205000,2,2
3309,R_2f2R6RIAKa9VMbs,EN,14,Mumbai,5,4,4,2,6,6,3,5,3,6,5,3,6,2,3,3,2,4,1,4,2,4,4,1,3,4,1,4,4,4,6,4,6,7,7,4,6,7,5,5,3,2,3,1,5,1,6,6,2,5,1,1,2,1,6,18,1,4,student,1,general,1,,1,5000,0,0
1357,R_1cYQJi98d4h3W32,EN,14,Mumbai,5,7,7,7,7,7,1,7,7,7,6,4,4,2,7,7,1,7,7,7,2,2,4,7,2,2,1,5,7,7,7,4,7,7,2,4,1,1,7,6,6,6,7,6,6,6,5,5,7,3,5,7,2,2,7,25,1,7,private,2,general,2,,1,20000,1,1
680,R_3lGfKSgj9CAVjeb,EN,14,kalyan ,6,3,4,3,6,6,3,4,1,1,3,4,2,1,1,4,2,6,4,3,7,3,1,6,4,3,4,5,2,2,1,7,1,2,5,3,4,6,7,4,3,6,5,2,7,7,6,4,4,1,5,7,7,0,7,19,2,6,student,1,general,2,,1,18000,1,2
585,R_1rAdS5WwQllmLVc,EN,14,Pune,7,6,7,2,7,6,2,7,2,4,4,4,3,2,6,2,2,7,4,4,6,3,3,3,7,2,1,6,4,6,7,4,3,4,1,3,1,2,7,5,7,3,7,7,7,6,7,2,7,6,6,3,4,3,5,40,2,8,other,2,general,6,,1,15000,1,2
1797,R_3qvT49Y8pCIAgb8,EN,14,thane,3,2,4,4,7,7,5,4,6,3,7,5,7,1,7,1,3,7,6,7,1,3,2,6,2,4,3,3,2,6,6,6,7,7,2,4,3,2,3,5,6,4,7,3,6,3,5,1,6,3,7,2,2,2,7,23,1,8,private,1,sc,2,,1,30000,1,1
594,R_1jcwOn6tifY3y3F,EN,14,Mumbai,5,3,2,3,5,2,2,4,3,4,2,3,4,5,3,2,1,4,5,4,2,5,4,4,2,3,5,4,4,6,4,3,3,3,4,2,3,5,1,3,5,6,3,6,3,3,3,5,4,6,2,3,3,1,3,18,1,4,student,1,obc,3,,2,15000,0,0
682,R_3MgteDuLrCZ6JTS,EN,32,Delhi,6,6,6,7,6,6,7,7,7,5,6,6,7,7,5,7,6,6,7,7,7,5,6,7,7,7,7,7,7,7,6,6,6,5,6,6,6,6,6,6,7,7,5,6,6,7,6,7,6,5,7,6,7,4,7,49,2,8,self,2,obc,5,,1,2000,1,1
995,R_eFjzpZi7A8MoZUJ,EN,32,new delhi,3,2,3,2,5,5,2,6,3,2,2,2,3,3,2,2,5,4,2,2,2,6,2,3,2,3,5,3,3,3,3,5,2,7,3,3,4,4,7,6,5,1,7,1,7,4,5,1,2,2,5,2,6,2,6,29,1,9,private,2,general,6,,2,20000,1,1
664,R_3JwxOUxqbnAc2sm,EN,14,mumbai,6,5,4,3,6,5,3,7,5,5,4,3,6,4,5,2,3,5,3,4,5,4,6,5,4,4,2,2,6,3,3,2,5,6,3,7,3,6,7,6,6,3,7,4,6,4,7,3,6,4,6,6,4,2,5,40,1,8,private,2,general,6,,1,50000,1,1
1269,R_2VkazESTsVH2Lj6,EN,32,Gaziabad,3,5,2,6,5,5,5,3,2,6,5,5,5,3,5,3,2,6,2,6,2,2,6,6,6,4,2,2,3,5,3,3,5,4,2,3,1,6,7,6,5,4,6,5,5,2,5,7,6,6,5,1,1,2,2,30,1,7,private,2,general,6,,1,30000,1,2
884,R_2dhgqQ7D3KHhOCb,EN,32,east delhi,4,2,2,2,7,5,3,3,2,3,2,4,2,4,1,3,5,2,5,3,3,6,3,1,2,6,6,2,2,3,2,6,7,6,2,3,3,5,5,3,5,5,6,2,5,5,6,3,6,5,5,3,1,0,7,24,1,8,private,1,general,5,,2,42000,0,1
967,R_W1fzgZxmL1ngvqp,EN,14,Thane,7,6,5,2,7,5,2,7,5,3,3,4,4,5,5,3,5,6,2,5,4,4,2,4,4,4,2,4,3,4,6,5,5,5,4,3,4,6,7,5,7,1,5,1,7,7,7,2,7,1,7,7,7,4,7,35,1,8,gov,2,general,7,,1,50000,2,1
1170,R_2bJm2QVimyZJJkV,EN,14,MUMBAI,6,3,5,2,6,5,3,4,4,2,5,5,4,5,2,6,7,5,5,6,3,4,3,3,4,4,4,2,2,2,3,4,6,7,2,6,5,5,5,4,5,2,5,2,6,5,4,3,3,3,4,3,5,2,3,26,1,7,private,1,sc,6,,1,15000,0,2
